device_id,gender_id
B-52-5890,1
B-52-42427,1
B-52-46094,2
B-52-38836,1
B-52-36613,1
B-52-43738,1
B-52-49191,1
B-52-11894,1
B-52-14896,2
B-52-7619,2
B-52-38475,2
B-52-23199,2
B-52-37791,1
B-52-11913,1
B-52-45467,1
B-52-33839,2
B-52-988,2
B-52-16910,1
B-52-30989,2
B-52-7809,2
B-52-35834,2
B-52-35739,2
B-52-31958,1
B-52-4332,1
B-52-28120,
B-52-40489,2
B-52-24244,2
B-52-16758,1
B-52-50426,2
B-52-50445,2
B-52-33687,1
B-52-18829,2
B-52-11457,2
B-52-475,2
B-52-15884,2
B-52-3116,2
B-52-51357,1
B-52-20520,2
B-52-10184,1
B-52-33953,
B-52-30381,2
B-52-36993,1
B-52-41306,2
B-52-51661,1
B-52-43092,2
B-52-48754,1
B-52-12635,1
B-52-42370,2
B-52-14478,1
B-52-40204,1
B-52-29583,2
B-52-12141,1
B-52-38133,2
B-52-22268,2
B-52-42731,2
B-52-4921,2
B-52-20881,2
B-52-52326,2
B-52-45410,1
B-52-34827,1
B-52-47937,2
B-52-48678,2
B-52-42636,2
B-52-17271,2
B-52-49913,2
B-52-36822,2
B-52-47690,2
B-52-20026,1
B-52-13699,2
B-52-16055,2
B-52-28386,2
B-52-49742,2
B-52-40964,2
B-52-51205,2
B-52-44156,1
B-52-15694,2
B-52-30913,1
B-52-14041,2
B-52-18031,2
B-52-19608,1
B-52-34694,2
B-52-4104,2
B-52-28082,2
B-52-40774,2
B-52-5016,1
B-52-45961,2
B-52-23807,1
B-52-9386,1
B-52-646,2
B-52-13927,2
B-52-34029,1
B-52-51167,2
B-52-36423,1
B-52-47880,2
B-52-3344,1
B-52-25707,2
B-52-25422,1
B-52-4294,2
B-52-47063,2
B-52-14706,2
B-52-8664,2
B-52-52668,1
B-52-5909,1
B-52-16663,1
B-52-23921,2
B-52-23142,2
B-52-10431,1
B-52-25650,2
B-52-10944,1
B-52-32889,1
B-52-47899,1
B-52-17423,1
B-52-18297,2
B-52-20254,2
B-52-31198,2
B-52-35872,1
B-52-2717,2
B-52-28006,1
B-52-8778,2
B-52-39748,2
B-52-25023,2
B-52-35587,2
B-52-7752,2
B-52-32224,1
B-52-45125,
B-52-7410,2
B-52-16511,2
B-52-46417,1
B-52-40698,2
B-52-47234,1
B-52-47177,2
B-52-49590,2
B-52-11115,2
B-52-17917,2
B-52-12445,1
B-52-46018,2
B-52-32870,2
B-52-20748,2
B-52-45448,1
B-52-20406,2
B-52-39387,2
B-52-20311,2
B-52-37620,2
B-52-32281,1
B-52-39805,2
B-52-21242,2
B-52-9367,1
B-52-7087,2
B-52-38190,2
B-52-27588,2
B-52-18468,1
B-52-32072,2
B-52-48621,2
B-52-6745,2
B-52-33117,1
B-52-21850,2
B-52-7220,1
B-52-36936,2
B-52-20292,1
B-52-14991,2
B-52-43605,1
B-52-48431,2
B-52-14098,1
B-52-2679,2
B-52-4408,2
B-52-12274,1
B-52-17879,2
B-52-32775,1
B-52-22382,2
B-52-48146,2
B-52-18202,2
B-52-26505,2
B-52-43111,1
B-52-25270,2
B-52-10583,1
B-52-21413,2
B-52-10526,2
B-52-15675,1
B-52-47253,2
B-52-51224,2
B-52-32243,2
B-52-15295,2
B-52-51129,1
B-52-10222,1
B-52-46968,1
B-52-3895,2
B-52-41477,2
B-52-23028,1
B-52-11951,2
B-52-16777,2
B-52-20330,1
B-52-35283,2
B-52-1919,2
B-52-24168,1
B-52-39900,2
B-52-31578,2
B-52-26885,2
B-52-2299,2
B-52-50521,2
B-52-10621,1
B-52-27892,1
B-52-38703,1
B-52-51015,1
B-52-20368,1
B-52-50103,1
B-52-5415,1
B-52-7467,2
B-52-49628,2
B-52-27056,1
B-52-9557,2
B-52-18696,2
B-52-35720,1
B-52-9880,1
B-52-25479,1
B-52-23978,2
B-52-4142,2
B-52-41002,1
B-52-1463,2
B-52-48336,2
B-52-42332,2
B-52-6384,2
B-52-7524,1
B-52-855,2
B-52-9614,1
B-52-27379,2
B-52-33364,2
B-52-33782,2
B-52-46569,2
B-52-31787,1
B-52-24472,2
B-52-18221,1
B-52-12198,1
B-52-8113,2
B-52-29412,2
B-52-3705,1
B-52-12312,2
B-52-16074,2
B-52-47671,1
B-52-38361,1
B-52-46246,2
B-52-28994,1
B-52-10127,1
B-52-22458,1
B-52-34561,2
B-52-20197,2
B-52-49248,1
B-52-33706,2
B-52-11058,2
B-52-13015,1
B-52-24852,1
B-52-18715,2
B-52-40109,2
B-52-28956,1
B-52-40375,1
B-52-20596,1
B-52-30077,2
B-52-46474,2
B-52-30058,2
B-52-12464,2
B-52-34960,2
B-52-23484,1
B-52-13946,2
B-52-17385,2
B-52-49875,2
B-52-32965,1
B-52-44897,2
B-52-36271,2
B-52-40413,2
B-52-23237,2
B-52-22135,2
B-52-30533,2
B-52-32110,1
B-52-15998,2
B-52-29317,2
B-52-16036,1
B-52-36290,1
B-52-29279,
B-52-28538,2
B-52-18259,2
B-52-39729,2
B-52-17100,2
B-52-13053,1
B-52-23275,1
B-52-20425,1
B-52-3040,2
B-52-5624,2
B-52-39140,2
B-52-26239,1
B-52-47956,2
B-52-14497,2
B-52-7486,2
B-52-19779,2
B-52-38627,2
B-52-24966,1
B-52-13680,2
B-52-32053,2
B-52-3420,2
B-52-52250,2
B-52-52611,2
B-52-46531,2
B-52-27968,2
B-52-25498,2
B-52-39672,1
B-52-1387,
B-52-34086,1
B-52-42180,2
B-52-9215,1
B-52-52060,1
B-52-52421,2
B-52-8607,1
B-52-40451,2
B-52-45258,2
B-52-4959,2
B-52-12483,1
B-52-35701,2
B-52-37430,1
B-52-24681,1
B-52-11837,1
B-52-43776,2
B-52-24263,1
B-52-29849,2
B-52-50160,1
B-52-20558,2
B-52-36005,2
B-52-11723,2
B-52-42693,2
B-52-7543,1
B-52-27208,1
B-52-23617,2
B-52-1311,1
B-52-21869,1
B-52-6897,1
B-52-10051,2
B-52-9006,2
B-52-43149,2
B-52-30932,2
B-52-10374,1
B-52-23161,2
B-52-13433,1
B-52-37772,2
B-52-42541,2
B-52-52706,2
B-52-38646,2
B-52-28044,1
B-52-25251,2
B-52-29203,1
B-52-36442,1
B-52-19285,2
B-52-5263,2
B-52-50597,2
B-52-13813,2
B-52-21926,
B-52-31502,2
B-52-42788,2
B-52-5681,
B-52-24662,2
B-52-6232,2
B-52-31635,1
B-52-36081,2
B-52-20672,1
B-52-6840,2
B-52-23674,1
B-52-18924,2
B-52-42845,2
B-52-25574,2
B-52-45239,1
B-52-37487,1
B-52-47044,2
B-52-15751,1
B-52-49058,2
B-52-32528,1
B-52-40641,2
B-52-39406,2
B-52-34884,1
B-52-24548,2
B-52-19988,2
B-52-34124,1
B-52-8075,1
B-52-36727,1
B-52-27474,1
B-52-22078,2
B-52-33174,2
B-52-38209,2
B-52-18050,2
B-52-32395,1
B-52-11077,2
B-52-5605,1
B-52-14763,1
B-52-7904,1
B-52-40888,2
B-52-35150,2
B-52-14630,2
B-52-48355,2
B-52-33079,1
B-52-11628,1
B-52-19380,1
B-52-42256,1
B-52-47367,1
B-52-3743,1
B-52-1938,2
B-52-34865,2
B-52-22097,2
B-52-42142,2
B-52-13908,1
B-52-38019,1
B-52-19665,1
B-52-41021,2
B-52-20178,2
B-52-171,2
B-52-21964,2
B-52-50217,1
B-52-6935,1
B-52-26106,2
B-52-45676,2
B-52-43567,2
B-52-52554,1
B-52-30647,1
B-52-1482,1
B-52-11476,2
B-52-17784,2
B-52-28880,1
B-52-17936,2
B-52-26448,2
B-52-42218,1
B-52-38988,2
B-52-25783,1
B-52-41667,2
B-52-14877,2
B-52-28519,2
B-52-8740,2
B-52-38323,1
B-52-31179,2
B-52-48564,
B-52-7296,1
B-52-32946,1
B-52-33193,2
B-52-44479,2
B-52-33516,2
B-52-10070,2
B-52-45353,2
B-52-45942,2
B-52-4541,1
B-52-16169,1
B-52-21489,
B-52-43244,1
B-52-22610,1
B-52-35435,2
B-52-13585,2
B-52-39995,1
B-52-6764,2
B-52-7030,1
B-52-5719,2
B-52-23332,1
B-52-44916,2
B-52-15979,1
B-52-2793,2
B-52-28918,2
B-52-19304,2
B-52-11438,1
B-52-34808,1
B-52-23256,2
B-52-24871,2
B-52-26220,2
B-52-16948,1
B-52-35796,2
B-52-6593,2
B-52-12844,1
B-52-49096,2
B-52-13490,1
B-52-43225,2
B-52-12730,2
B-52-9519,2
B-52-46702,2
B-52-931,2
B-52-44859,2
B-52-50350,2
B-52-48602,2
B-52-50388,1
B-52-17081,2
B-52-36803,2
B-52-15865,2
B-52-40052,2
B-52-22876,2
B-52-2071,2
B-52-4370,1
B-52-21527,1
B-52-27721,2
B-52-29773,1
B-52-26562,2
B-52-33421,1
B-52-13832,2
B-52-20976,2
B-52-37867,2
B-52-45866,2
B-52-31901,2
B-52-49153,2
B-52-2223,
B-52-51756,2
B-52-39425,1
B-52-11571,1
B-52-1425,1
B-52-26372,2
B-52-19228,1
B-52-27436,2
B-52-9861,2
B-52-28671,2
B-52-49609,
B-52-10887,2
B-52-1767,1
B-52-24586,2
B-52-37544,2
B-52-19684,2
B-52-3002,2
B-52-39007,1
B-52-51680,1
B-52-24301,2
B-52-6688,1
B-52-46113,2
B-52-14953,1
B-52-12084,
B-52-4161,1
B-52-40223,2
B-52-46664,1
B-52-17024,1
B-52-49894,2
B-52-25973,1
B-52-24453,2
B-52-36480,1
B-52-37943,1
B-52-3173,2
B-52-44707,1
B-52-30115,1
B-52-8531,2
B-52-36955,1
B-52-43985,2
B-52-48811,2
B-52-48830,2
B-52-45011,1
B-52-11039,1
B-52-35644,1
B-52-31027,1
B-52-15504,2
B-52-9538,2
B-52-26828,2
B-52-34675,2
B-52-41211,2
B-52-33402,1
B-52-36328,2
B-52-44251,2
B-52-8550,2
B-52-37373,1
B-52-41781,2
B-52-28291,1
B-52-32547,2
B-52-4218,2
B-52-41933,2
B-52-11324,1
B-52-39045,1
B-52-28709,2
B-52-18240,1
B-52-50008,2
B-52-47329,1
B-52-47785,2
B-52-25631,2
B-52-6574,2
B-52-47215,1
B-52-19019,2
B-52-4617,2
B-52-28823,2
B-52-13300,2
B-52-16796,1
B-52-46037,2
B-52-14934,1
B-52-47747,2
B-52-34979,2
B-52-25840,1
B-52-50046,2
B-52-25517,1
B-52-5567,2
B-52-24320,2
B-52-29507,2
B-52-3781,2
B-52-51471,2
B-52-29013,2
B-52-4351,2
B-52-50502,1
B-52-27873,1
B-52-46303,2
B-52-12597,2
B-52-26144,1
B-52-23446,2
B-52-33250,1
B-52-33611,1
B-52-22762,1
B-52-37012,2
B-52-22002,2
B-52-45695,2
B-52-34276,2
B-52-46170,1
B-52-24187,2
B-52-26676,2
B-52-14307,2
B-52-40356,1
B-52-13984,1
B-52-32148,2
B-52-32927,
B-52-42465,2
B-52-14801,
B-52-34903,1
B-52-15371,2
B-52-26011,2
B-52-22648,
B-52-29146,2
B-52-23655,
B-52-3059,2
B-52-45087,2
B-52-2641,2
B-52-49229,1
B-52-45334,2
B-52-28139,2
B-52-20387,2
B-52-3401,
B-52-14535,2
B-52-28101,2
B-52-741,2
B-52-9481,2
B-52-6175,2
B-52-52212,1
B-52-20102,1
B-52-6080,2
B-52-47291,2
B-52-11153,2
B-52-23940,2
B-52-48203,
B-52-12122,
B-52-27018,2
B-52-25004,2
B-52-18069,1
B-52-6099,2
B-52-1273,2
B-52-41078,1
B-52-33592,2
B-52-19190,1
B-52-20710,2
B-52-39615,1
B-52-6251,1
B-52-51034,1
B-52-46056,2
B-52-44498,2
B-52-5453,2
B-52-27645,2
B-52-23864,2
B-52-31065,1
B-52-47576,2
B-52-49400,1
B-52-52288,2
B-52-3363,2
B-52-3268,1
B-52-9595,2
B-52-18088,1
B-52-42484,2
B-52-50635,1
B-52-25156,2
B-52-35853,2
B-52-28728,1
B-52-38893,1
B-52-3515,1
B-52-16682,2
B-52-25042,2
B-52-47538,1
B-52-13756,1
B-52-34067,2
B-52-48222,1
B-52-14326,
B-52-133,2
B-52-26524,1
B-52-16530,1
B-52-50825,2
B-52-36100,1
B-52-44023,2
B-52-31483,2
B-52-11267,2
B-52-12540,1
B-52-25897,1
B-52-28899,
B-52-17993,1
B-52-32357,2
B-52-34504,1
B-52-32794,1
B-52-44118,2
B-52-7505,2
B-52-36556,2
B-52-18012,2
B-52-39577,1
B-52-30476,2
B-52-47975,1
B-52-48108,2
B-52-51965,2
B-52-46645,2
B-52-45771,2
B-52-14516,2
B-52-27835,1
B-52-8056,1
B-52-19323,2
B-52-41420,2
B-52-23047,2
B-52-13965,1
B-52-8341,2
B-52-24016,2
B-52-46797,1
B-52-35340,1
B-52-29697,2
B-52-21337,2
B-52-29526,1
B-52-50977,1
B-52-43453,2
B-52-52193,2
B-52-16283,2
B-52-26163,1
B-52-12426,2
B-52-14440,2
B-52-3135,2
B-52-21432,1
B-52-34143,2
B-52-18126,1
B-52-25536,1
B-52-37829,
B-52-2888,2
B-52-18183,1
B-52-50692,2
B-52-17062,2
B-52-43320,2
B-52-114,1
B-52-8892,2
B-52-32623,2
B-52-51566,2
B-52-6460,2
B-52-21090,1
B-52-3933,2
B-52-36195,1
B-52-12027,2
B-52-48792,1
B-52-8626,2
B-52-5795,1
B-52-40033,1
B-52-5928,1
B-52-17556,
B-52-37221,2
B-52-34219,2
B-52-39368,2
B-52-24757,1
B-52-22344,1
B-52-22021,2
B-52-41515,1
B-52-41325,2
B-52-15162,1
B-52-30419,1
B-52-15333,1
B-52-27987,2
B-52-17594,2
B-52-50882,2
B-52-42712,2
B-52-41401,2
B-52-41952,1
B-52-43757,1
B-52-4237,1
B-52-34466,2
B-52-16568,2
B-52-28690,2
B-52-10868,2
B-52-33231,2
B-52-27569,2
B-52-29165,1
B-52-42161,2
B-52-50578,1
B-52-50616,2
B-52-25460,1
B-52-3078,1
B-52-24339,2
B-52-7258,2
B-52-13794,1
B-52-39102,2
B-52-27037,
B-52-44669,2
B-52-51319,2
B-52-44137,2
B-52-37810,1
B-52-1501,2
B-52-47709,2
B-52-43548,1
B-52-2565,2
B-52-2394,1
B-52-37164,2
B-52-51927,2
B-52-37601,2
B-52-25916,2
B-52-43187,1
B-52-5510,2
B-52-24529,1
B-52-19456,2
B-52-18525,2
B-52-20064,2
B-52-21318,2
B-52-38342,2
B-52-2128,2
B-52-37677,1
B-52-38950,1
B-52-37582,2
B-52-44441,2
B-52-12559,1
B-52-10355,1
B-52-12616,1
B-52-39482,2
B-52-38152,2
B-52-25061,2
B-52-24567,1
B-52-9823,2
B-52-35226,2
B-52-2660,2
B-52-33478,2
B-52-33896,2
B-52-28595,1
B-52-34789,2
B-52-22249,1
B-52-31141,1
B-52-1178,2
B-52-32699,2
B-52-21641,2
B-52-35321,2
B-52-30096,2
B-52-43035,1
B-52-4256,2
B-52-13661,1
B-52-47994,2
B-52-44004,2
B-52-29108,2
B-52-22496,2
B-52-18563,1
B-52-1710,2
B-52-5244,2
B-52-13623,1
B-52-43833,2
B-52-43909,2
B-52-41686,1
B-52-50236,2
B-52-49514,2
B-52-42009,2
B-52-6403,2
B-52-43206,2
B-52-18354,2
B-52-31103,2
B-52-52573,1
B-52-8151,2
B-52-11647,2
B-52-52174,2
B-52-21185,1
B-52-46911,2
B-52-247,2
B-52-2603,2
B-52-665,2
B-52-8721,1
B-52-12331,2
B-52-50179,2
B-52-17860,1
B-52-21451,2
B-52-47842,2
B-52-49476,2
B-52-29469,1
B-52-30571,2
B-52-13281,2
B-52-16435,2
B-52-20729,1
B-52-18639,1
B-52-8588,2
B-52-14060,2
B-52-12958,1
B-52-51946,2
B-52-8208,1
B-52-6213,1
B-52-52364,2
B-52-48887,2
B-52-3534,2
B-52-16473,2
B-52-26771,2
B-52-14611,2
B-52-36157,2
B-52-33497,2
B-52-52269,
B-52-19494,2
B-52-45429,2
B-52-31426,1
B-52-12255,2
B-52-45201,
B-52-41496,1
B-52-40755,
B-52-9671,1
B-52-13148,2
B-52-30780,1
B-52-12977,2
B-52-33630,2
B-52-17765,2
B-52-27626,1
B-52-21736,1
B-52-5111,2
B-52-12350,2
B-52-48925,2
B-52-22211,2
B-52-14345,1
B-52-7714,1
B-52-34181,2
B-52-45847,2
B-52-570,2
B-52-41249,2
B-52-25346,2
B-52-19133,2
B-52-44194,2
B-52-38817,2
B-52-26638,1
B-52-30742,2
B-52-31768,2
B-52-9139,2
B-52-1881,1
B-52-10811,1
B-52-21622,1
B-52-28747,2
B-52-47405,2
B-52-38380,1
B-52-51585,2
B-52-27911,2
B-52-6118,
B-52-15789,2
B-52-44878,2
B-52-42769,1
B-52-29393,2
B-52-25232,2
B-52-25137,2
B-52-24795,2
B-52-17252,1
B-52-48089,2
B-52-19475,
B-52-11381,1
B-52-45220,2
B-52-2261,2
B-52-9025,2
B-52-19095,1
B-52-40185,1
B-52-12749,2
B-52-29925,1
B-52-50312,2
B-52-23769,1
B-52-46379,2
B-52-11609,2
B-52-48298,1
B-52-12711,2
B-52-49533,2
B-52-12502,1
B-52-33269,2
B-52-17898,2
B-52-40869,1
B-52-14782,2
B-52-44783,1
B-52-26790,2
B-52-21261,2
B-52-37639,1
B-52-49457,2
B-52-21071,2
B-52-35568,1
B-52-45733,2
B-52-10260,2
B-52-23997,2
B-52-22553,2
B-52-42959,2
B-52-36689,2
B-52-2432,2
B-52-22914,1
B-52-50996,1
B-52-6783,2
B-52-15542,2
B-52-21888,2
B-52-41876,1
B-52-14573,1
B-52-7638,2
B-52-24719,1
B-52-20900,2
B-52-51452,1
B-52-5149,1
B-52-532,2
B-52-22591,1
B-52-2356,2
B-52-21394,2
B-52-35017,2
B-52-15390,2
B-52-10336,1
B-52-41971,1
B-52-24890,2
B-52-50369,2
B-52-40622,2
B-52-49818,2
B-52-4503,2
B-52-29051,1
B-52-32091,2
B-52-1634,1
B-52-28652,2
B-52-42313,1
B-52-17214,1
B-52-15618,1
B-52-13642,2
B-52-16549,2
B-52-41192,2
B-52-40280,2
B-52-48070,1
B-52-48659,2
B-52-41268,1
B-52-11286,2
B-52-16701,2
B-52-4180,2
B-52-26486,2
B-52-20767,2
B-52-28196,1
B-52-9348,1
B-52-47386,1
B-52-37278,2
B-52-37088,1
B-52-29431,2
B-52-4560,2
B-52-15143,1
B-52-14839,2
B-52-26657,2
B-52-31882,1
B-52-23009,2
B-52-11704,2
B-52-52307,1
B-52-19855,1
B-52-49761,2
B-52-41990,2
B-52-27417,1
B-52-22230,1
B-52-8037,2
B-52-25669,2
B-52-6707,2
B-52-5130,2
B-52-9177,1
B-52-43377,2
B-52-28500,2
B-52-34352,
B-52-39786,2
B-52-45030,1
B-52-33725,2
B-52-39843,2
B-52-21755,2
B-52-12654,2
B-52-30818,1
B-52-45581,2
B-52-24643,1
B-52-5187,1
B-52-1140,2
B-52-51072,1
B-52-19000,2
B-52-19171,1
B-52-30400,2
B-52-41743,1
B-52-7600,1
B-52-9975,2
B-52-49001,2
B-52-28272,2
B-52-10564,1
B-52-8645,
B-52-16967,1
B-52-5092,2
B-52-12692,2
B-52-29127,2
B-52-36347,2
B-52-32129,2
B-52-31996,2
B-52-41572,1
B-52-14288,2
B-52-35131,1
B-52-32813,1
B-52-13110,1
B-52-42560,2
B-52-36575,1
B-52-13870,2
B-52-13129,2
B-52-17290,1
B-52-5206,1
B-52-13376,
B-52-11229,1
B-52-1539,1
B-52-1159,1
B-52-4940,2
B-52-32034,2
B-52-16416,2
B-52-19342,2
B-52-40584,1
B-52-35606,2
B-52-33440,2
B-52-33763,1
B-52-26410,1
B-52-39824,1
B-52-48849,2
B-52-32832,1
B-52-47462,2
B-52-42864,2
B-52-8417,2
B-52-23636,1
B-52-12008,1
B-52-6327,2
B-52-912,1
B-52-43054,2
B-52-38532,1
B-52-456,2
B-52-36385,2
B-52-3458,1
B-52-22572,2
B-52-2242,2
B-52-51414,1
B-52-39539,2
B-52-34048,2
B-52-14687,2
B-52-16188,2
B-52-17632,1
B-52-23579,2
B-52-42351,2
B-52-36898,1
B-52-31521,1
B-52-37734,2
B-52-11875,1
B-52-30286,2
B-52-38551,
B-52-31160,1
B-52-38437,2
B-52-25821,2
B-52-48488,2
B-52-30799,2
B-52-30248,1
B-52-36366,2
B-52-25327,2
B-52-6156,1
B-52-5225,1
B-52-29336,1
B-52-38969,2
B-52-35093,2
B-52-21299,1
B-52-24605,
B-52-42408,1
B-52-38665,1
B-52-3306,2
B-52-26600,2
B-52-27075,2
B-52-34295,2
B-52-40546,2
B-52-34409,1
B-52-15941,2
B-52-48906,2
B-52-1121,1
B-52-18107,2
B-52-9044,1
B-52-9462,2
B-52-32167,
B-52-31597,2
B-52-29754,2
B-52-285,1
B-52-43586,1
B-52-6441,2
B-52-24510,2
B-52-50768,2
B-52-15808,1
B-52-28481,2
B-52-47158,1
B-52-27398,1
B-52-14364,1
B-52-50274,1
B-52-17651,1
B-52-51908,2
B-52-22192,1
B-52-27493,1
B-52-41154,2
B-52-18886,2
B-52-9158,2
B-52-37259,2
B-52-6650,
B-52-22173,1
B-52-10849,1
B-52-25954,1
B-52-26182,2
B-52-4275,2
B-52-38931,2
B-52-10735,2
B-52-46892,1
B-52-52440,2
B-52-36252,2
B-52-14003,1
B-52-15485,1
B-52-28614,1
B-52-27778,1
B-52-19817,1
B-52-35454,2
B-52-41287,2
B-52-4788,2
B-52-1007,2
B-52-43928,2
B-52-47272,2
B-52-8132,1
B-52-44042,2
B-52-24947,
B-52-44289,2
B-52-38741,1
B-52-12236,2
B-52-42940,1
B-52-44080,2
B-52-10032,2
B-52-44099,2
B-52-1368,2
B-52-10203,1
